name,id,email,password,accountType,verified
user,602074b6-6d34-4349-b27b-aef59b0620c3,student_8d931aa9-33d2-437b-be3b-8318d7b40267@yorku.ca,Password123!,STUDENT,true
user,ccfafc32-0b51-46ff-9afc-eac43a2b762e,faculty_8fe15ca7-051e-4aad-b95f-8232347a1784@yorku.ca,Password123!,FACULTY,true
user,b859b2bf-2c08-4cfd-b75b-1bfac33b864d,partner_e559d1e2-41a3-42b1-8a2d-49571e1bf939@gmail.com,Password123!,PARTNER,true
user,d8b151fe-968d-4262-a546-55f180973b76,staff_5a3e2ecd-d415-4435-b427-730b83cbc93e@yorku.ca,Password123!,STAFF,true
user,bdd89acd-21a9-443c-b13c-1ba64cb2e78a,student_c04828d6-6c85-4e13-8022-fa56bc8ba1c3@yorku.ca,Password123!,STUDENT,true
user,ae640dce-f4aa-4e94-9e38-b69590d4aa87,partner_3d69e6c8-96df-4b9d-aef4-4b30c897d20d@gmail.com,Password123!,PARTNER,true
user1,fa738b4b-20d0-4ac9-8be2-dc911aaf4d02,user1_821ef532-08c5-49ba-bd17-15253d663880@yorku.ca,Password123!,STUDENT,true
user2,6011fc36-052c-4589-9b1d-21de70267d87,user2_dd9ebb15-1a2e-407c-9741-95a7d9600ab2@gmail.com,Password123!1,PARTNER,true
user,67dc40f9-2eb7-4202-a238-f914c6924cf1,id_34350554-e86b-4fe6-ba1d-06c430134f51@yorku.ca,Password123!,STUDENT,true
user,ea55fbb1-ba27-4e90-aa41-ff8f8f7e34b3,same_5226773f-e5ae-4b47-9041-99d2ad48d758@yorku.ca,Password123!,STUDENT,true
user,ea55fbb1-ba27-4e90-aa41-ff8f8f7e34b3,same_5226773f-e5ae-4b47-9041-99d2ad48d758@yorku.ca,Password123!,STUDENT,true
user,482d68b2-d1b8-4dca-bbca-f0838ab97424,checkType_970047ca-e882-4c9f-a937-ad6f098f5193@yorku.ca,Password123!,FACULTY,true
user,3517050e-74d9-4259-be66-d538eb84cdac,user_361ef8f8-27b6-4720-8a11-1398681628f2@yorku.ca,Password123!,STUDENT,true
user,63fa722b-0e04-466b-b711-3c545c877248,user0_f8f91142-dc43-469a-b589-596f920e4ef6@yorku.ca,Password123!,STUDENT,true
user,71ece51c-d082-47bb-92f9-50776437af1c,user1_5dbd5cfe-324c-4581-9f01-c10c00b22be9@yorku.ca,Password123!,STUDENT,true
user,3115ba10-9f88-40a4-b605-f57edb9a3300,user2_35e9baad-1470-4c77-936d-e2eade9fce3a@yorku.ca,Password123!,STUDENT,true
user,0c513689-65fa-45bd-818f-f0d7704520a6,user3_246f8948-51c8-4e85-a73c-c2fca29e5faf@yorku.ca,Password123!,STUDENT,true
user,6f959420-f3f4-4c9e-8dee-fd86a9465bf0,user4_0f022ac4-388a-44d8-a24a-11e795f60835@yorku.ca,Password123!,STUDENT,true
user,d599d5a4-7b08-4cca-879e-a990d785d202,student_14dabe62-257e-4ee9-81e8-5a1c613009a8@yorku.ca,Password123!,STUDENT,true
user,0af61f9a-b1f4-4138-b7fb-4177ba558670,user_d0bfe210-be4d-4f45-8741-70bddbd53196@gmail.com,Password123!,PARTNER,true
user,4d155918-a206-4e8a-8384-0bb2eff8afee,faculty_2875d323-25f1-4d19-aa2f-03db066898bb@yorku.ca,Password123!,FACULTY,true
user,0e8e83c8-9090-4b63-bc61-2f116ad32cd9,user_0cff684e-1ffb-48b4-b4cb-89d21f3d13a6@yorku.ca,Password123!,STAFF,true
user,ecc47873-c1c3-47fc-9e42-b0a5f01772fc,staff_032327d7-1236-4edf-9861-ce0c953d4243@yorku.ca,Password123!,STAFF,true
user,81782b6b-25bf-45f8-9c55-372bf669b68a,email1_40199336-484a-48fd-a24b-472fa71290b1@yorku.ca,Password123!,STUDENT,true
user,5f095d7d-283d-4e81-8590-a760bb8730ea,email2_8763e893-a63c-4750-bc13-0e8ede3c0d48@yorku.ca,Password123!,STUDENT,true
user,a8678bdf-f40f-427b-8b74-da371709fcab,partner_a67daacd-1c0a-48b6-a2f2-085fa6c99da3@gmail.com,Password123!,PARTNER,true
Login User,10f885ec-1e4d-4900-af7c-fb3306dd3c7d,login_dd83f029-be9c-4cf3-a3c3-295a72a25792@yorku.ca,Password123!,STUDENT,true
York Partner,3feb264d-5acd-440d-8076-3d5c40d07adf,partnerYork_2f28017c-051e-4b37-9a43-4fb52d23ce61@yorku.ca,Password123!,PARTNER,true
Student,4c9db60d-5b57-4476-a2ea-882fcadaacfa,student_48dbdc83-7c85-4abf-9420-16488eb28366@yorku.ca,Password123!,STUDENT,true
Student1,1b543a18-9941-44c8-84a3-c84449182d9d,student1_b55ba56b-17bb-4d0f-90f0-fcdbb7860f31@my.yorku.ca,Password123!,STUDENT,true
Faculty,78fa82be-3e28-4997-bec8-d1ae2f941393,faculty_5be9f84a-4888-433d-b8cc-720718dd8ab8@yorku.ca,Password123!,FACULTY,true
Staff,94fcdcfe-80aa-4209-8615-089bf52ac93a,staff_149ea1cf-fc41-45e1-aa2e-2ddedbe65eec@yorku.ca,Password123!,STAFF,true
Partner,186107a0-bb7c-47a9-a45c-821ac40d7c76,partner_a94d7207-01de-4e23-9074-fb97f314e282@gmail.com,Password123!,PARTNER,true
user,de2584b7-86c5-4b5d-a7cd-583b70d532fe,user_9eab17d6-8af1-41d8-9bd6-224dd47c64db@yorku.ca,Password123!,STUDENT,true
User1,8de0c2f2-6e61-46db-a09d-d4c7a150b80f,same_9badebea-4f36-483d-9574-6d195c861911@yorku.ca,Password123!,STUDENT,true
Logout User,a503bb10-ab58-4e1d-8986-cda9ba3e05ff,user_676b9b40-ec1f-48b3-a204-bbe51ae46228@yorku.ca,Password123!,STUDENT,true
user,e2215390-6ef7-4ddc-a7cc-9ee1e2340c71,student_69e76531-0e9e-43d7-8ec3-5b78bb831bb6@yorku.ca,Password123!,STUDENT,true
user,6c1cf1fa-426c-4159-9903-c3b293f5610a,faculty_4d0a8fc6-0d64-4f95-954f-3a306c9ae4ce@yorku.ca,Password123!,FACULTY,true
user,cb65ccda-0f45-47b5-ab6e-84c0e92762f3,partner_1429c6de-2217-496b-b65c-6dfeaedf1f8f@gmail.com,Password123!,PARTNER,true
user,8b32c5d1-75cf-4938-92fe-65a2d54db703,staff_2b05b1e2-a4c0-49d6-9757-655adc939779@yorku.ca,Password123!,STAFF,true
user,16723366-65c9-4b0a-956e-2da074e45755,student_dcf722d9-794b-4971-bc3b-6520e2fd6af1@yorku.ca,Password123!,STUDENT,true
user,71152ff7-d000-4a10-9090-1bc4c771d361,partner_9fa5dc6c-7d9d-4b29-987c-d63ea036eb41@gmail.com,Password123!,PARTNER,true
user1,d4bbd9c7-5f13-4b02-8376-236a3d143870,user1_85219748-31ed-469a-afdc-242bd208c2df@yorku.ca,Password123!,STUDENT,true
user2,fe2f30f4-9252-4867-91ff-4dad8409d36d,user2_9edf82cb-5dab-4616-bad0-074867e7ad92@gmail.com,Password123!1,PARTNER,true
user,ca609e58-10b6-4d35-9b7a-4f4a78bdf95f,id_d6c19150-5871-4964-980d-b1ca484c09e5@yorku.ca,Password123!,STUDENT,true
user,2a48e70f-0145-4410-a7d3-fceb4a77fa38,same_14f9ffed-d000-4297-9786-b71c05ed3bf7@yorku.ca,Password123!,STUDENT,true
user,2a48e70f-0145-4410-a7d3-fceb4a77fa38,same_14f9ffed-d000-4297-9786-b71c05ed3bf7@yorku.ca,Password123!,STUDENT,true
user,447463ca-b0ea-4b19-8c37-a26579103db6,checkType_ebac00c6-ea41-445f-8d8f-4e5f18366f9d@yorku.ca,Password123!,FACULTY,true
user,33953031-f58f-48ef-9cce-c9872147ee19,user_dd71d9dc-5fdc-4abc-a06a-00bff7e09c8e@yorku.ca,Password123!,STUDENT,true
user,c51ea9f5-23bc-45a6-b7b9-df0c121e2d75,user0_f29399ad-6b5b-4d3f-a260-11456dd75757@yorku.ca,Password123!,STUDENT,true
user,bbd21e25-a3f2-4a9e-8566-36ed2218aa8d,user1_1d356ec5-f190-40e5-9f8e-4521b610e9aa@yorku.ca,Password123!,STUDENT,true
user,401030d7-6ba0-4f36-93ee-c9b4a44949a7,user2_0d8fe451-bac3-431f-a09a-2bb13edac3b9@yorku.ca,Password123!,STUDENT,true
user,47b91a6c-b74d-4903-b2a8-53ac459de166,user3_0c11a679-797a-4e61-bddb-16cc742b0a2c@yorku.ca,Password123!,STUDENT,true
user,b25b54ae-0ad6-4b36-a4ac-e7f6fdaae1ec,user4_503c8a0e-16b6-4be8-9e32-081db00edee7@yorku.ca,Password123!,STUDENT,true
user,d9fbd093-e7a0-4088-8def-0ba93afa0156,student_ab9e4e9a-c114-4c9e-a19d-10bc5e8c917e@yorku.ca,Password123!,STUDENT,true
user,2390cfef-2be5-4bb2-9e88-ffda9511a360,user_68f5c0b9-fa90-4c25-a6d3-592bd5043b18@gmail.com,Password123!,PARTNER,true
user,b167180b-2022-482d-a577-37b2246f8a72,faculty_54b9278f-ca3f-47fb-97a9-4aa67f8f1b83@yorku.ca,Password123!,FACULTY,true
user,1e230f5c-9e9c-462d-9963-76717be2371f,user_fd98fca3-b7da-49cf-b548-e3d2337ae3d0@yorku.ca,Password123!,STAFF,true
user,c02a56dc-54c7-4f20-80d0-fd8392a24866,staff_402e8197-cf94-4fa9-b876-010744729ec1@yorku.ca,Password123!,STAFF,true
user,5bfc0a19-e58a-410f-bbd0-b669092768d9,email1_c3b6cd6f-73af-46d7-940d-c51404b087e3@yorku.ca,Password123!,STUDENT,true
user,b5408cfa-bafa-41ab-a0d8-3802139f75b8,email2_16488b60-bbb6-4613-bd81-5d2c01c4c2ca@yorku.ca,Password123!,STUDENT,true
user,9c050388-f7ab-4147-a920-b390e797ff63,partner_71283147-0c87-4797-bc50-155b7f303da9@gmail.com,Password123!,PARTNER,true
Login User,521cbf56-ac03-4113-9568-f84d9acad707,login_fe377273-f731-443f-9a84-0de370493545@yorku.ca,Password123!,STUDENT,true
York Partner,27789ef3-4b00-428f-b2bb-34c6ef9750dd,partnerYork_6628ccd9-6d50-4bcc-9040-1789dc73e0ec@yorku.ca,Password123!,PARTNER,true
Student,d715e38b-e410-485a-91b5-01d4d9589085,student_68ac0704-3d61-4662-a675-a86c4d90be10@yorku.ca,Password123!,STUDENT,true
Student1,a9d674f8-4e8f-428d-b3e0-16cee9bb443c,student1_d85e1cfa-1f66-4d38-b5ce-c76085cc21ec@my.yorku.ca,Password123!,STUDENT,true
Faculty,a2ec4e7c-2cf9-4a89-bc8a-49cc4d7b07f5,faculty_1456a458-d7d5-4299-acba-19b74fb7cf6c@yorku.ca,Password123!,FACULTY,true
Staff,f6ed9ff4-a1a3-4f74-a0d3-af46a0766778,staff_d49d8053-5a15-4d4f-a581-cb3560287b98@yorku.ca,Password123!,STAFF,true
Partner,ae0614dd-a051-434c-82d4-fc995e995e0b,partner_c99fc407-42a1-4008-b2e7-9786b6c57d97@gmail.com,Password123!,PARTNER,true
user,97378022-08a1-4b46-8b9f-6c4ab7dc6986,user_97530caa-0025-40d4-825f-a1720b379528@yorku.ca,Password123!,STUDENT,true
User1,077a1e72-7014-4da9-bf61-54814f18819f,same_52858efe-8e89-4530-ae57-aec5ead061e4@yorku.ca,Password123!,STUDENT,true
Logout User,3c650f51-8de5-4b92-9c16-4b2050bf9f77,user_210daec8-7e3f-4ba3-b3aa-19e39ac91eb3@yorku.ca,Password123!,STUDENT,true
user,e52d7a76-1b9d-4f0d-aadb-5b095abc473b,student_b3ea5b09-d1e3-48f9-8dd8-03f2b99b9f21@yorku.ca,Password123!,STUDENT,true
user,3f086236-5fda-4815-acd7-11f57f7842d0,faculty_5136f6a2-1973-4371-855c-cfa05f5330c8@yorku.ca,Password123!,FACULTY,true
user,d0be614d-3863-4064-8deb-c8dd49e2bd06,partner_ba318db2-f851-4abc-b5c1-ec1893bcc416@gmail.com,Password123!,PARTNER,true
user,1bbc2cb5-f935-4d6c-9cbf-c264d74345e9,staff_0e5186c1-9618-46c9-b0b0-05581ebc28f1@yorku.ca,Password123!,STAFF,true
user,2d76420d-8f6b-431e-8b55-c55f9365dd02,student_36a43dd9-d81f-47dd-990a-8b41ced5c5d7@yorku.ca,Password123!,STUDENT,true
user,20d58d5e-0512-4b6c-8d7f-05eb46eaa31e,partner_ce264bd7-0ac3-4099-a595-6ed363eab74a@gmail.com,Password123!,PARTNER,true
user1,b89dc176-4d99-4d96-ba30-83143698207f,user1_25c32db9-a125-4e05-a56f-cfc4a8006cb3@yorku.ca,Password123!,STUDENT,true
user2,d1db0c8f-6014-4316-8a48-c8127185af6f,user2_268ca1d1-8907-4e48-be62-21685eede66d@gmail.com,Password123!1,PARTNER,true
user,a1a2af5e-be0f-4907-9136-ab81556a5774,id_1f13f2ce-22e6-49bb-8053-488bc0eb870f@yorku.ca,Password123!,STUDENT,true
user,599c8266-4b71-46e6-91d3-342957d21bcb,same_1b7f3636-1ac0-48e0-afda-78548360ee4b@yorku.ca,Password123!,STUDENT,true
user,599c8266-4b71-46e6-91d3-342957d21bcb,same_1b7f3636-1ac0-48e0-afda-78548360ee4b@yorku.ca,Password123!,STUDENT,true
user,43f2855d-f85b-4f5a-87b1-9f77fbbe1c30,checkType_9b074673-e4a6-4b03-8b6c-35aa904da577@yorku.ca,Password123!,FACULTY,true
user,7cfafd29-eb95-4ea4-842e-0378e3a1063f,user_dfcdf76b-b663-4ce7-b74a-7cd0b0f8b1a1@yorku.ca,Password123!,STUDENT,true
user,7412e599-5a7d-4f44-9573-5fbe7634e785,user0_f07a052e-e807-408c-a2e8-8d7ce4529483@yorku.ca,Password123!,STUDENT,true
user,dd30db58-d55b-48ae-a956-161d0364a68f,user1_11a15af7-eb21-4747-8308-f29eeb65259d@yorku.ca,Password123!,STUDENT,true
user,bd817490-928e-4fd1-bf76-2b9d1d525bd2,user2_4438c08f-ac1b-4d31-9c78-9c8123a8248a@yorku.ca,Password123!,STUDENT,true
user,3244f1bf-1aa0-4383-a5fa-a42991b83017,user3_f81dfd7b-aa02-4e6e-8443-1ecb1247178d@yorku.ca,Password123!,STUDENT,true
user,7295ea48-4dcb-44fb-9be4-3181167d5f2c,user4_1ea9e4da-97c3-4c40-8123-8dab10fce43d@yorku.ca,Password123!,STUDENT,true
user,3eb6394e-c831-416b-8f07-02cfd7f62012,student_92112090-e059-4b9d-98dd-c366a64668e1@yorku.ca,Password123!,STUDENT,true
user,b5f9da75-832d-46d7-aff6-b4b117f8962a,user_3e6f4976-0476-408b-a704-9b3f6fb9c5cd@gmail.com,Password123!,PARTNER,true
user,08fc3027-9b5e-443b-a538-6a91c997c980,faculty_39ff673f-8c66-4c9d-9816-c3c0534270b9@yorku.ca,Password123!,FACULTY,true
user,99bb0c8f-b046-479a-b392-69b26b097ab4,user_0971ca34-329c-47ea-b636-1c6a2310d570@yorku.ca,Password123!,STAFF,true
user,c2c9a645-2b6e-4030-b357-83eee7a503e9,staff_690c4a66-f93e-47f2-8230-194819c1971d@yorku.ca,Password123!,STAFF,true
user,924395df-3f2c-4743-b6c1-778f936dd724,email1_950dd61a-aa01-4606-8ace-7e3cf46d950a@yorku.ca,Password123!,STUDENT,true
user,42f1a32d-bbdc-42e0-8b36-ded8047f9f9d,email2_198752f2-ca55-4a61-9e04-7b562ff68072@yorku.ca,Password123!,STUDENT,true
user,bd6c7ac3-fcd9-45a5-a0d8-63151f12e20a,partner_f39fb896-3b39-42e3-a54d-c90dfee15b1a@gmail.com,Password123!,PARTNER,true
Login User,23586b69-c335-4f0b-b0a8-b7ee46ca3abd,login_634381dc-a926-4fe4-8c3f-2e1d1a3b2cfb@yorku.ca,Password123!,STUDENT,true
York Partner,ce62e8a6-17a7-4e78-ac23-420645f6cac0,partnerYork_dcda21a0-f59a-480e-b460-c5dd2ac6c17f@yorku.ca,Password123!,PARTNER,true
Student,47a982bf-d3ef-4abf-bd4b-e49c93ee3e9b,student_eca4c652-4e12-4a1e-ac8f-f51d148428c4@yorku.ca,Password123!,STUDENT,true
Student1,623c00cf-32e2-4aae-8717-8e0168eb1ebd,student1_609f5ae0-8650-466f-a864-698719c95413@my.yorku.ca,Password123!,STUDENT,true
Faculty,cbd01669-db3a-4b15-83df-7839b48ef717,faculty_664a6f66-45fa-4002-95f7-ddd54475919b@yorku.ca,Password123!,FACULTY,true
Staff,b539d9c2-c8cb-43c6-8299-526559bb01e6,staff_60c025b2-f7b2-4e33-a039-cd3426485f61@yorku.ca,Password123!,STAFF,true
Partner,dea05f0c-7a09-4ca7-855d-952c86b6455b,partner_f09ce45b-f25c-4c38-b23c-d1500b699b03@gmail.com,Password123!,PARTNER,true
user,055ff8ba-a99d-4856-a4ec-4769a2183750,user_95ac7808-93a0-49b0-b68b-c5dc554f46df@yorku.ca,Password123!,STUDENT,true
User1,725a1fa2-1ec9-412c-8ae6-0c5c7d977d34,same_23b525e7-7c33-4071-ae0a-fe47fc1d8cca@yorku.ca,Password123!,STUDENT,true
Logout User,87a19c38-6fee-41d7-96b7-1919fb792941,user_fca91e24-59ca-4bb0-857c-76092e9b2bc0@yorku.ca,Password123!,STUDENT,true
user,985ea42d-f183-4c51-9f01-94e27895f3ec,student_9a74e6be-36ec-4046-84bb-6eea7609e119@yorku.ca,Password123!,STUDENT,true
user,3c383894-d553-4664-884f-177b3dfb8c05,faculty_c2dfabed-113a-41c7-819c-a048f9821ad6@yorku.ca,Password123!,FACULTY,true
user,798944db-479c-44d2-b2ca-c18461e5374c,partner_93284670-1f57-4b4a-b28e-0f5e12acf13c@gmail.com,Password123!,PARTNER,true
user,1a0f69e9-1b5e-41e0-a251-3bc289ab908d,staff_e377b070-9db6-456f-8e2e-3963172e88c5@yorku.ca,Password123!,STAFF,true
user,dc67580b-d5ac-4b2d-9d09-dd2ca5f0f39d,student_29832a41-df6d-4e69-83fc-5acd0a484061@yorku.ca,Password123!,STUDENT,true
user,40d53c96-874a-417d-9a66-b156cf7cfc12,partner_9a275b2b-121e-4e15-b6b1-30cba5b2d9b8@gmail.com,Password123!,PARTNER,true
user1,adef728c-a8a3-48eb-a2b7-45a1c55b2566,user1_2f42493f-4017-4e25-b9be-b9919857521f@yorku.ca,Password123!,STUDENT,true
user2,4a376cd5-7a54-4f94-8261-3e728f6225b0,user2_53513a19-1890-49aa-99aa-d0cdc80812ea@gmail.com,Password123!1,PARTNER,true
user,935eb1d5-bf62-4869-9e78-615d9981c227,id_17e9713f-7cfc-4358-a321-43c110445332@yorku.ca,Password123!,STUDENT,true
user,d20ad5d9-b320-462a-a3da-5c93c005f932,same_3d59a053-1e61-489e-ad39-47470f1562d9@yorku.ca,Password123!,STUDENT,true
user,d20ad5d9-b320-462a-a3da-5c93c005f932,same_3d59a053-1e61-489e-ad39-47470f1562d9@yorku.ca,Password123!,STUDENT,true
user,bf6f4d6c-45a6-454e-94d5-d2307b410158,checkType_6b9c19dc-1af9-456f-ae98-7e340e6de590@yorku.ca,Password123!,FACULTY,true
user,0effec50-8c11-4633-9cd2-57b272b86e99,user_853b12aa-8b26-4dd6-b938-27ace244d037@yorku.ca,Password123!,STUDENT,true
user,4dd3da74-8cd7-4af6-8d10-66d1f1043908,user0_eb3a23e7-e8f8-466a-804d-7862aa035c21@yorku.ca,Password123!,STUDENT,true
user,f3bbe26d-8fd5-47d4-9d44-191eed3dda04,user1_6e723485-b12f-425c-9b36-db1ded5ae968@yorku.ca,Password123!,STUDENT,true
user,d3926461-7c2c-4e2e-b6a2-fce0e19566d0,user2_7a69602c-8146-42ef-ae26-453f79d185b4@yorku.ca,Password123!,STUDENT,true
user,c5c5ebec-3e67-4782-8bdf-1c8fda024b17,user3_7c1c9bc5-6889-47f2-825e-7ce7453fc6fb@yorku.ca,Password123!,STUDENT,true
user,fe345723-219e-4c9a-9000-e5ece93dbcb7,user4_28144d76-4353-4f17-a0dd-24bc0b1bcf81@yorku.ca,Password123!,STUDENT,true
user,e9556a2f-0c0c-4608-bd89-2ecaf036d8ff,student_04fc78ee-e112-442a-b01d-c4589c322892@yorku.ca,Password123!,STUDENT,true
user,6001ee12-572f-4991-ae91-5316f3bb3cb2,user_8bc6c64b-bca7-4ad3-ace9-a819dac7e753@gmail.com,Password123!,PARTNER,true
user,e0efa0a6-3087-436c-bba2-424cce114138,faculty_b95074d7-5bd5-4297-b4ca-4adbd30be0e4@yorku.ca,Password123!,FACULTY,true
user,e5332658-e1bf-4b95-bdad-4d2f93b5c157,user_c3f0b87d-2264-47ad-beed-2b7d60f3a972@yorku.ca,Password123!,STAFF,true
user,69fa2bbb-cbb6-41bd-8a55-9b1e540b4026,staff_70dc2427-5208-458d-bd7a-7dcaa17df89d@yorku.ca,Password123!,STAFF,true
user,9a848615-ddab-4d50-afc5-69c20ce2ee3f,email1_2bbce28b-2977-428a-a159-d9bcc4a83c9b@yorku.ca,Password123!,STUDENT,true
user,e8349ec6-8f78-4861-9443-3b2cdf4471b7,email2_0fd2a103-2b79-49df-a22e-e7631eae47f1@yorku.ca,Password123!,STUDENT,true
user,67774b70-8137-44ae-8453-28b2f5b5542b,partner_0b69efdc-1736-458d-9169-ade0990a74f2@gmail.com,Password123!,PARTNER,true
Login User,f42d8ab0-749e-4b91-bfc7-10e010459e91,login_987ef0f0-8245-481f-b4a1-4e3cc1ea40f0@yorku.ca,Password123!,STUDENT,true
York Partner,731bfd10-999c-4cca-ad7c-9ac081c19f64,partnerYork_6c736d6d-8a0b-4200-9ae2-96305278b439@yorku.ca,Password123!,PARTNER,true
Student,72ab6c86-d96d-424d-8db4-d55d8d2ecfbd,student_c452230a-ffd3-43d1-9bed-23cf2fad2c54@yorku.ca,Password123!,STUDENT,true
Student1,5387fc5f-2cd6-4d7e-83e5-bda8099651b4,student1_ec213252-0a6a-41a4-bec3-e302952b52d0@my.yorku.ca,Password123!,STUDENT,true
Faculty,28370047-bb85-4cc4-9878-7f7f0db54d22,faculty_d53d06bf-e6ec-45ac-8f46-2f22fb2cf3b1@yorku.ca,Password123!,FACULTY,true
Staff,0213507e-4602-4dce-9e30-410f49a9a461,staff_96fd9cc6-5c76-4b27-b091-3437494cf6ed@yorku.ca,Password123!,STAFF,true
Partner,fb94c886-0d8b-4829-ae1e-cd3e7c35eca9,partner_3d86c0de-89d9-45c3-b8a9-b978e4cc636f@gmail.com,Password123!,PARTNER,true
user,12ca080a-5f08-4028-929f-19eeb93c38b8,user_2f05b5aa-82e8-4548-a155-e295ca320e87@yorku.ca,Password123!,STUDENT,true
User1,b6fa2c32-cc23-4679-8463-a8366eabfb14,same_e38fc11a-bfd4-47df-961c-69b6fce0dd37@yorku.ca,Password123!,STUDENT,true
Logout User,5925c36d-5aac-4975-9459-537b7a49cc1f,user_58efb5f4-8f18-4b3f-9d74-f409bce9beeb@yorku.ca,Password123!,STUDENT,true
user,6fd551bf-a894-4617-a8d0-83867537eb62,student_a3f5a01f-ea19-47e4-9ed5-036cba7f77fc@yorku.ca,Password123!,STUDENT,true
user,55796eb9-d8ae-452e-8657-31feaaeeb0f7,faculty_f6dfa8ca-740c-4790-8897-f037cc845127@yorku.ca,Password123!,FACULTY,true
user,beea89d0-b794-47ff-a2e0-ca00ca37c086,partner_5c0e2294-4b15-41c3-bcd2-53f5588e9f44@gmail.com,Password123!,PARTNER,true
user,6baec4ab-2152-4cb8-84ba-21e25939137e,staff_30ce86df-e88a-46bc-b574-4e5f980940da@yorku.ca,Password123!,STAFF,true
user,9184997a-ed9a-42c1-8f71-79eb07bee2fd,student_134e6020-1b66-4072-ad87-1d1afb6773c7@yorku.ca,Password123!,STUDENT,true
user,eb387f6a-5df7-446b-9489-a428495f4708,partner_b7d3dae8-77b6-4800-bde0-561cf28b9bd0@gmail.com,Password123!,PARTNER,true
user1,8c6d0285-f0ab-4397-ac30-c0a0d9066c3f,user1_63bfe634-399d-4068-80b0-ab14f479090c@yorku.ca,Password123!,STUDENT,true
user2,dd8715e1-d569-4cb8-9751-0231aec4aa0f,user2_86349dc3-520e-438a-b753-42fa70dce527@gmail.com,Password123!1,PARTNER,true
user,7359af3a-95c6-4a67-9b91-fa23073245d3,id_882c94d6-f5e7-42f4-ba8b-b8a585a74851@yorku.ca,Password123!,STUDENT,true
user,fd265d75-cf1f-4b7c-9bdc-be8bc3cb4469,same_ebf755d7-98d9-41d2-bb61-1aa353fb36d8@yorku.ca,Password123!,STUDENT,true
user,fd265d75-cf1f-4b7c-9bdc-be8bc3cb4469,same_ebf755d7-98d9-41d2-bb61-1aa353fb36d8@yorku.ca,Password123!,STUDENT,true
user,d726e07b-d40f-4725-a4e7-913a0036b6a2,checkType_efefcd7c-bb38-467b-91f4-ee71fbf5ce26@yorku.ca,Password123!,FACULTY,true
user,801ad525-6869-4bcf-89cf-dff912d9da46,user_0df86246-f749-47b3-a4d5-245132fefd09@yorku.ca,Password123!,STUDENT,true
user,c9832320-6bbd-49ad-a558-ffe79976561a,user0_4deb3deb-1ed9-48c1-8695-6b00ab876440@yorku.ca,Password123!,STUDENT,true
user,a11d2c34-8a0b-463c-9caf-ea855ee06dda,user1_cab70da6-7586-4fc9-84b2-1bbb81b99893@yorku.ca,Password123!,STUDENT,true
user,3667b3df-70b1-45d9-b13d-919c07e56f1e,user2_26dff3e2-5ba2-4f5b-8005-c19a08e74bb8@yorku.ca,Password123!,STUDENT,true
user,12b7a5df-e60f-4075-91e6-4ca2b16dea59,user3_7f75e297-80fa-4724-a1ab-324ad1c6fdfb@yorku.ca,Password123!,STUDENT,true
